zcode	filename	source_url	back_filename	back_source_url	name	type
z-circus-ex-mortis-233	z-circus-ex-mortis-233.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/d6a8d587-4142-493e-b524-b2fabfb7f886.jpg			Amalthea Weaver	asset
z-circus-ex-mortis-234	z-circus-ex-mortis-234.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/6e6f50d1-c85c-4aee-a979-1b2b40735426.jpg			Amalthea Weaver	asset
z-circus-ex-mortis-235	z-circus-ex-mortis-235.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/9d418147-af57-4f20-969e-d1fdc6d9e7c2.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-236	z-circus-ex-mortis-236.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/fdabd4d7-33a7-4bb5-98b4-534558d5201e.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-237	z-circus-ex-mortis-237.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/36417c65-8a3c-429f-9b39-4337d97438a6.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-238	z-circus-ex-mortis-238.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/40630268-0499-42bb-8d82-5599dabf54f8.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-239	z-circus-ex-mortis-239.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/c90f0e31-5305-42fa-aabf-e67033308c78.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-240	z-circus-ex-mortis-240.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/29621a3d-1ed9-43a4-9cd1-611adac783a2.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-241	z-circus-ex-mortis-241.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/7bd4247b-b84b-491f-a607-bf7a496333e9.jpg			De Cultus Bestiae	asset
z-circus-ex-mortis-242	z-circus-ex-mortis-242.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/ab5c814c-d53f-47a7-a256-d20703310093.jpg			Invocation of Diana	skill
z-circus-ex-mortis-243	z-circus-ex-mortis-243.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/d7871565-2b45-4bbe-9574-0cebe60d93fc.jpg			Hypnotic Glamour	treachery
z-circus-ex-mortis-244	z-circus-ex-mortis-244.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/9ad014cf-3105-4634-a157-092c01b39d6f.jpg			Phantasmal Deception	treachery
z-circus-ex-mortis-245	z-circus-ex-mortis-245.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/fb8f2345-8979-4ab3-803a-7894593ea145.jpg			Lunar Influence	treachery
z-circus-ex-mortis-246	z-circus-ex-mortis-246.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/2d259eb3-1f21-4a79-93a1-b33800f9fcef.jpg			Mooncalf	enemy
z-circus-ex-mortis-247	z-circus-ex-mortis-247.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/5b4aa3b4-e4a1-4e73-9c46-9ebd8f0fac8b.jpg			Ominous Moonlight	treachery
z-circus-ex-mortis-248	z-circus-ex-mortis-248.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/72c98bbd-8ebe-47a9-b370-b8d8e180339b.jpg			New Moon Acrobat	enemy
z-circus-ex-mortis-249	z-circus-ex-mortis-249.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/55ffaa46-c6e1-495e-8631-3e28c6f539fc.jpg			New Moon Beast Tamer	enemy
z-circus-ex-mortis-250	z-circus-ex-mortis-250.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/ae530e5d-85ff-40a4-9fb8-354ed0b9f1b2.jpg			New Moon Strongman	enemy
z-circus-ex-mortis-251	z-circus-ex-mortis-251.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/22884f1c-5c28-43da-adf2-960f5e0b1537.jpg			Reckless Stunt	treachery
z-circus-ex-mortis-252	z-circus-ex-mortis-252.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/ea455850-885e-495d-9da5-4fd47c90ae44.jpg			New Moon Carny	enemy
z-circus-ex-mortis-253	z-circus-ex-mortis-253.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/30b69563-79d8-4e09-94c2-e6e07950232d.jpg			New Moon Clown	enemy
z-circus-ex-mortis-254	z-circus-ex-mortis-254.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/b2d32e2f-b06c-4f78-9d1e-535eec4ee7e3.jpg			New Moon Magician	enemy
z-circus-ex-mortis-255	z-circus-ex-mortis-255.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/64b65881-2172-47e7-9007-eef2a17d4b38.jpg			Quicker Than the Eye	treachery
z-circus-ex-mortis-256	z-circus-ex-mortis-256.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/05f6b076-fbf4-4c01-a42d-83317745a8bd.jpg			Terrified Captives	asset
z-circus-ex-mortis-257	z-circus-ex-mortis-257.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/161ca0c0-9193-4754-b977-598ee65ef373.jpg			Lost All Control	treachery
z-circus-ex-mortis-258	z-circus-ex-mortis-258.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/d6c2e64f-5908-4d74-be49-c0c6c59da005.jpg			Wild Hysteria	treachery
z-circus-ex-mortis-259	z-circus-ex-mortis-259.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/672be3a1-3ad6-482c-ace6-43871a7b2ff0.jpg			Primordial Evils	treachery
z-circus-ex-mortis-260	z-circus-ex-mortis-260.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/e7840e5b-4f0e-4df4-88c1-0abfa2c044c8.jpg			Dense Tangle	treachery
z-circus-ex-mortis-261	z-circus-ex-mortis-261.avif	https://assets.arkham.build/fan_made_content/aefd8de8-f771-451d-a5cd-467d0e69cf5c/1dc32cf9-6907-4fe3-b3a0-552c6876c58a.jpg			Lost the Trail	treachery
